date,close,high,low,open,volume,sma_20,sma_50,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,atr_14,obv,stoch_k,stoch_d,returns,log_returns,vol_20,future_return_5d
2020-01-01,1866.11376953125,1880.1464732577829,1854.4052770234578,1866.4580504117255,1354908,,,1866.11376953125,1866.11376953125,,0.0,0.0,0.0,,,,,0.0,,,,,,0.04043662922271474
2020-01-02,1857.547607421875,1876.745996512282,1850.2729394763949,1876.745996512282,2380752,,,1864.7958984375,1865.4792390046296,,-0.6833405671295623,-0.13666811342591245,-0.5466724537036498,,,,,-2380752.0,,,-0.004590375061391261,-0.004600943186500542,,0.026278715360356086
2020-01-03,1894.5670166015625,1913.8084951267283,1863.0146574243095,1863.0146574243095,4655761,,,1869.3760704627405,1867.633889196995,,1.7421812657455575,0.23910176240838157,1.503079503337176,,,,,2275009.0,,,0.019929184604354555,0.019733198027547895,,0.005862002734097871
2020-01-06,1894.395263671875,1916.348537000317,1883.5907675068115,1898.3124584005645,3023209,,,1873.2251771102997,1869.6162132321713,,3.6089638781284066,0.9130741855523866,2.69588969257602,,,,,-748200.0,,,-9.065550502174169e-05,-9.065961448040231e-05,,-0.0045900846233422055
2020-01-07,1899.0443115234375,1906.6201749296001,1880.0611449699365,1894.4383446306774,2429317,,,1877.1973516353978,1871.7960723648578,,5.401279270540044,1.8107152025499182,3.590564067990126,,,,,1681117.0,,,0.0024541065640923954,0.0024511001622608136,,0.0004757995627813205
2020-01-08,1941.5731201171875,1945.6624549228884,1895.7726123300868,1898.3122624358268,5197454,,,1887.1013160172115,1876.964742568734,,10.13657344847752,3.475886851735439,6.660686596742082,,,,,6878571.0,,,0.022394847943085994,0.02214776544913886,,-0.012570851084417023
2020-01-09,1906.361572265625,1938.7317543524014,1902.6165190257352,1935.976876542589,3734173,,,1890.0644323631213,1879.1422855092444,,10.922146853876939,4.965138852163739,5.957008001713199,,,,,3144398.0,,,-0.018135576500686867,-0.018302041768713244,,0.011041361948973982
2020-01-10,1905.6729736328125,1923.2785928420933,1900.8948670525256,1918.1131176598853,1915807,,,1892.4657464046122,1881.1075216665458,,11.358224738066383,6.243756029344268,5.114468708722115,,,,,1228591.0,,,-0.000361210928100153,-0.0003612761804811643,,0.00250716261255568
2020-01-13,1885.6998291015625,1910.3218011527208,1880.8355472356702,1909.3749234875156,2843893,,,1891.4248360502968,1881.4476925876581,,9.97714346263865,6.9904335160031446,2.9867099466355063,,,,,-1615302.0,,,-0.010480887753356205,-0.010536199071331563,,-0.009130966367512316
2020-01-14,1899.9478759765625,1919.6629000364817,1889.7031004168168,1889.7031004168168,2948452,,,1892.73607296203,1882.8180765423917,,9.917996419638257,7.575946096730167,2.34205032290809,,,,,1333150.0,,,0.007555840359697363,0.0075274379774480475,,-0.01624447062531853
2020-01-15,1917.1658935546875,1920.6957187518296,1889.0140978490783,1905.1992943064988,2620681,,,1896.4945068993618,1885.3623592840434,,11.132147615318445,8.287186400447823,2.8449612148706223,,,,,3953831.0,,,0.009062363128922613,0.009021546328624737,,-0.008980974278757103
2020-01-16,1927.410400390625,1936.1916633633675,1906.920646665122,1917.2085060855682,3117214,,,1901.25079820571,1888.477028995642,,12.77376921006794,9.184502962371846,3.5892662476960933,,,,,7071045.0,,,0.005343568269380539,0.005329342065081841,,-0.01915063486480062
2020-01-17,1910.4508056640625,1940.1091960363165,1905.199155910038,1929.089475194495,3281059,,,1902.6661839685335,1890.1047161562658,,12.561467812267665,9.85989593235101,2.7015718799166546,,,,,3789986.0,,,-0.008799161155883195,-0.00883810237608062,,-0.013853308535691666
2020-01-20,1868.4815673828125,1930.3380056865112,1856.2995291437408,1889.6168015512435,5817599,,,1897.4070121861148,1888.5030014323063,,8.904010753808507,9.66871889664251,-0.764708142834003,,,,36.59804207314801,-2027613.0,19.088709928965347,,-0.0219682381544819,-0.0222131331500035,,0.0017627035551524006
2020-01-21,1869.084228515625,1882.42837300351,1857.8923653967538,1868.137140639768,1902980,,,1893.0496608521933,1887.0645738088485,50.593971723585895,5.98508704334472,8.931992525982952,-2.9469054826382326,,,,36.51195717117879,-124633.0,19.72049962826855,,0.0003225405823279459,0.0003224885772965099,,0.008133604867126998
2020-01-22,1899.9478759765625,1902.6167890301438,1871.3656205491461,1877.650324377712,1773686,,,1894.1109247174809,1888.0188924879385,57.78420716173721,6.092032229542383,8.364000466694838,-2.271968237152455,,,,37.016207419652474,1649053.0,48.843909766569446,29.21770644126778,0.01651271087202333,0.016377858555080938,,-0.021481430700742044
2020-01-23,1890.499267578125,1913.6241557817686,1884.243478995364,1906.7644021576966,2069866,,,1893.55528515758,1888.2026239761005,49.16909159085729,5.3526611814795615,7.761732609651784,-2.409071428172222,,,,35.096192354048995,-420813.0,38.27061181783941,35.61167373755914,-0.004973088218844457,-0.004985495173071504,,-0.024235857627411983
2020-01-24,1883.9847412109375,1890.4994327121674,1872.422401429644,1890.4994327121674,1319430,,,1892.0828937811734,1887.8901882157181,47.92718169066965,4.192705565455299,7.047927200812487,-2.8552216353571884,,,,34.0475681961217,-1740243.0,30.980646420763374,39.36505600172408,-0.0034459290616563054,-0.0034518799500310596,,-0.047792404664030785
2020-01-27,1871.775146484375,1892.6564958676415,1868.1079599578986,1889.4207430501624,1549101,,,1888.9586249662814,1886.6964814208038,44.729181243865995,2.2621435454775565,6.090770469745501,-3.8286269242679447,,,,33.903961478270226,-3289344.0,17.317715602449777,28.856324613684183,-0.0064807290948198926,-0.0065018201927981864,,-0.030771022713414253
2020-01-28,1884.28662109375,1887.7812760778884,1856.8905820692617,1875.8736642279623,1743024,1893.7004943847655,,1888.239855139738,1886.5179732484294,37.473608121518865,1.7218818913086125,5.216992754058124,-3.4951108627495113,1936.5437737651562,1850.857215004375,0.045474270103899476,32.54687943654345,-1546320.0,33.39363224715853,27.23066475679056,0.0066842829027164985,0.006662042137787783,,-0.03480262729983963
2020-01-29,1859.13427734375,1887.0479127340807,1855.1650028407153,1885.3653633520757,2306761,1893.3515197753907,,1883.7620739403553,1884.4895513295642,39.19798034598117,-0.7274773892088433,4.028098725404731,-4.755576114613574,1937.241829460326,1849.4612100904553,0.047215857638474516,32.041615779537246,-3853081.0,4.672802640962112,18.461383496856804,-0.013348470168195625,-0.013438361836505718,0.011846455108857247,-0.003736171726013926
2020-01-30,1844.681396484375,1868.1081651922416,1833.5934646806065,1863.793827628287,2098567,1892.7082092285157,,1877.7496620240506,1881.5407991188094,36.87609695500735,-3.791137094758824,2.46425156137202,-6.255388656130844,1939.1132688262699,1846.3031496307615,0.05031227580675312,32.90811397397062,-5951648.0,10.409665936232608,16.15870027478442,-0.007773984394513267,-0.007804359336488158,0.011930763406383693,-0.004443795937301265
2020-01-31,1793.944580078125,1850.2898656281682,1787.5162598295744,1846.0185033027672,3287223,1887.6770874023437,,1864.8565724939083,1875.052190300981,32.56478427644441,-10.195617807072722,-0.06772231231692859,-10.127895494755794,1951.7056105427098,1823.6485642619775,0.07138294443586182,35.28578196550942,-9238871.0,4.21272465705684,6.431731078083853,-0.027504379077571417,-0.02788970640720226,0.01240709665803172,0.02765678864593979
2020-02-03,1814.1787109375,1893.7350431921934,1806.154001974521,1856.890647294887,4728073,1883.666259765625,,1857.059978408307,1870.5430436814638,34.06476867665927,-13.483065273156853,-2.7507909044849135,-10.73227436867194,1955.4971849598805,1811.8353345713695,0.07918836745376204,39.98773854973437,-4510798.0,17.472926185539123,10.698438926276191,0.011279128176018505,0.011215993105294364,0.01278532898959119,0.02827580489837267
2020-02-04,1818.70849609375,1843.6884615345225,1800.4589375198532,1837.044425659397,3509339,1879.6494689941405,,1851.1597503599137,1866.7034475638554,30.802271460844864,-15.543697203941747,-5.30937216437628,-10.234325039565466,1956.65777072173,1802.641167266551,0.0846846010704729,40.81258877201422,-1001459.0,20.441468025564465,14.042372956053475,0.002496879237387395,0.0024937672135796666,0.012786131438605509,0.02165830137339375
2020-02-05,1852.188232421875,1860.9462530846536,1815.7320813703093,1824.9647212795696,2439322,1875.180224609375,,1851.317978369446,1865.6282464422272,36.55138156861759,-14.310268072781128,-7.10955134605725,-7.200716726723877,1947.275075990403,1803.0853732283472,0.0778482986977608,41.951385558878414,1437863.0,42.38202252314963,26.76547224475107,0.018408522531254023,0.018241136775978807,0.012410049089652271,0.011273813978741165
2020-02-06,1836.4840087890625,1876.0463547017441,1825.3960778687367,1850.8506674679463,2640065,1871.686346435547,,1849.0358292032333,1863.4694140234742,36.716194623388056,-14.433584820240867,-8.574358040893975,-5.859226779346892,1944.1902818098722,1799.1824110612217,0.07895950634727579,43.075688180787616,-1202202.0,34.28591960232425,32.36980338367945,-0.00847874063657017,-0.008514889634978748,0.01193963991321856,0.02988212883704766
2020-02-07,1843.559326171875,1856.0277175677377,1828.4159616578504,1845.6733091015299,2083442,1868.5806640625,,1848.193290275332,1861.9945927011336,44.882827594654756,-13.801302425801623,-9.619746917875505,-4.181555507926118,1940.27156672731,1796.88976139769,0.07777444603713962,39.75949384986739,881240.0,44.44056886263594,40.36950366270327,0.0038526430662892963,0.003845240643494867,0.012003328392053668,0.022302293179419008
2020-02-10,1865.47607421875,1869.833596582946,1828.4159626946296,1847.3126738917822,2383032,1867.5694763183594,,1850.8521801127808,1862.252480220957,49.318778731157394,-11.400300108176225,-9.975857555935649,-1.424442552240576,1938.812801245405,1796.326151391314,0.07638085088481421,40.96532429855027,3264272.0,61.81993109940623,46.84880652145548,0.011888279230148235,0.01181816875354485,0.012171947882232432,0.01910341460988696
2020-02-11,1858.0986328125,1876.5641221446606,1853.0941702653001,1866.3822443750944,1335820,1865.4770141601562,,1851.9670189896608,1861.9447878203307,41.32994653005151,-9.977768830669902,-9.9762398108825,-0.0015290197874016087,1935.1573701494178,1795.7966581708945,0.07500178382219723,40.246566538896104,1928452.0,55.96982841512373,54.07677612572197,-0.00395472314451395,-0.003962563740506727,0.01204402821694844,0.02895415865828066
2020-02-12,1873.0694580078125,1885.3653187824807,1855.1649589850497,1856.1141974145087,1620407,1863.2721923828126,,1855.2135480693764,1862.7688374638478,46.469781066183955,-7.5552893944714015,-9.49204972760028,1.9367603331288787,1928.7286499394831,1797.815734826142,0.06989218395167228,40.30511532539799,3548859.0,80.54432132343638,66.11136027932211,0.008057067009759278,0.00802478214364278,0.012001654187432842,0.011793197227483843
2020-02-13,1891.362060546875,1895.719582830775,1873.285031554671,1874.9675807681836,1645948,1861.469775390625,,1860.7748576812992,1864.8868539885166,51.42615362771952,-4.111996307217396,-8.416039043523703,4.304042736306307,1921.2271075496346,1801.7124432316155,0.06318973337313444,40.63176486400078,5194807.0,95.97283875947939,77.49566283267983,0.009766110093172076,0.009718729870554702,0.012166124083549102,-0.01603565190688183
2020-02-14,1884.6749267578125,1908.6626825312246,1873.2851192474182,1887.9538649992403,1500115,1860.1809814453125,,1864.451791385378,1866.3526371566127,52.548140379072315,-1.9008457712345717,-7.113000389065878,5.212154617831306,1916.5035056369854,1803.8584572536395,0.059768953671564,41.405266819291036,3694692.0,80.19936929273655,85.57217645855077,-0.0035356180228808265,-0.003541883091902491,0.012041937266712313,-0.03152178890473811
2020-02-17,1901.113037109375,1912.9774665932075,1889.8525728125126,1895.6769291045757,1774724,1861.8125549316405,,1870.0919830352238,1868.927481597558,53.27300926985705,1.1645014376658764,-5.457500023719527,6.622001461385404,1920.9668932731117,1802.6582165901693,0.0622312689322407,41.2203986640602,5469416.0,90.54334818643156,88.90518541288249,0.008721987074896242,0.008684170278284642,0.011095188320713583,-0.02137785751793475
2020-02-18,1911.8983154296875,1916.4283689808578,1886.2711974724034,1898.2649692768277,2486223,1863.9532592773437,,1876.523726480526,1872.110506325864,60.87106767460202,4.413220154661985,-3.483355988043225,7.896576142705211,1927.1745475856567,1800.7319709690307,0.06613457190489169,41.09713163656655,7955639.0,96.4859363624103,89.0762179471928,0.005673138897996033,0.005657107250116224,0.01114430287030309,-0.04158854102320153
2020-02-19,1895.158935546875,1924.194339863832,1890.1110768931499,1911.8984791718772,1760463,1863.7138122558595,,1879.3906817215027,1873.8177973792722,60.30290406048911,5.572884342230509,-1.6721079219884782,7.244992264218987,1926.3950589360463,1801.0325655756726,0.066148802091999,41.066314669355634,6195176.0,78.75635631516988,88.59521362133724,-0.008755371427298098,-0.00879392488992835,0.010741041101482754,-0.04136400169479937
