date,close,high,low,open,volume,sma_20,sma_50,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,atr_14,obv,stoch_k,stoch_d,returns,log_returns,vol_20,future_return_5d,finbert_positive,finbert_negative,finbert_neutral,finbert_compound,finbert_confidence,finbert_uncertainty,news_volume,sentiment_ma3,sentiment_ma7,sentiment_momentum,sentiment_volatility,sentiment_dispersion,topic_relevance_score
2020-01-01,675.3241577148438,683.1528519736394,673.4900624593615,679.0819357370663,14004468,,,675.3241577148438,675.3241577148438,,0.0,0.0,0.0,,,,,0.0,,,,,,0.0023518436558109,0.6521861465407723,0.34781385345922766,0.7904458036003753,0.2095541963996247,0.2095541963996247,0.8683934733615115,3,0.2095541963996247,0.2095541963996247,0.0,0.0,0.9124164977032505,0.1362154215951919
2020-01-02,686.8212280273438,689.3487905881979,676.397899264457,676.397899264457,17710316,,,677.0929377629207,676.1757925528067,,0.917145210113972,0.1834290420227944,0.7337161680911777,,,,,17710316.0,,,0.0170245210113668,0.0168812278980424,,0.0082719275662699,0.3698446183201043,0.6301553816798957,0.8223721801285001,-0.1776278198714999,0.1776278198714999,0.9034681829479545,3,0.0159631882640624,0.0159631882640624,-0.1935910081355623,0.2737790292587924,0.7229706957403016,0.1267102804060329
2020-01-03,687.6488037109375,689.6618949086101,681.3187290426969,685.7922517653002,20984698,,,678.7169171395386,677.0256452311868,,1.6912719083518368,0.4849976152886029,1.206274293063234,,,,,38695014.0,,,0.0012049360879113,0.0012042107350341,,0.0068308191107073,0.6456282975041086,0.3543717024958915,0.8000408073304167,0.19995919266958326,0.19995919266958326,0.8789346623691514,3,0.07729518973256935,0.07729518973256935,0.1226640029370139,0.22082192292284333,0.816496580927726,0.1363893694554795
2020-01-06,671.7007446289062,683.510829151107,670.1349935917717,679.976780464453,24519177,,,677.6375059840567,676.6312081495364,,1.0062978345202964,0.5892576591349417,0.4170401753853547,,,,,14175837.0,,,-0.0231921570952593,-0.0234653270361184,,0.0281052180593712,0.5580357005181679,0.44196429948183213,0.9222687228848478,0.0777312771151521,0.0777312771151521,1.0132157524155374,3,0.033354216637745154,0.07740421157821503,0.00032706553693706564,0.18030047690437784,0.816496580927726,0.05301941726791848
2020-01-07,682.0345458984375,686.4633346701793,677.0688889990518,679.5293205694625,16683622,,,678.3139736631922,677.0314553901958,,1.2825182729964126,0.7279097819072359,0.5546084910891768,,,,,30859459.0,,,0.0153845315077629,0.015267389524794,,0.0031483417444826,0.47855309211275776,0.5214469078872422,0.9713865657758075,-0.028613434224192463,0.028613434224192463,1.0671772182084152,3,0.08302567852018096,0.05620068241773354,-0.08481411664192601,0.1631843887240949,0.8927302631371008,0.018787721390588482
2020-01-08,676.9124145507812,686.4410035098094,675.5032624964547,677.7400241132464,16047902,,,678.0983491843598,677.0226375502392,,1.07571163412058,0.7974701523499048,0.2782414817706753,,,,,14811557.0,,,-0.0075100761075216,-0.007538418721718,,0.0070712561785803,0.45007466767593063,0.5499253323240694,0.9332103291896512,-0.06678967081034881,0.06678967081034881,1.025236335559763,3,-0.005890609306463059,0.03570229021305315,-0.10249196102340197,0.14392074124382465,0.9428090415820634,0.04273644470239034
2020-01-09,692.5025634765625,693.3972440896104,685.0094043047601,688.2974451452224,14982742,,,680.314382152391,678.1692987299668,,2.145083422424136,1.0669928063647511,1.078090616059385,,,,,29794299.0,,,0.023031264592964,0.0227700481769425,,-0.0065246120161516,0.35866660148748714,0.6413333985125129,0.8062812753796641,-0.19371872462033593,0.19371872462033593,0.8857905172550953,3,-0.0963739432182924,0.002927859522568993,-0.19664658414290492,0.1490018691081713,0.816496580927726,0.1321328334544048
2020-01-10,692.3460083007812,696.9537331994524,688.7671661721967,694.247234586273,12478359,,,682.1654015598356,679.219425364842,,2.945976194993591,1.442789484090519,1.503186710903072,,,,,17315940.0,,,-0.0002260716191363,-0.0002260971771768,,0.0215488358557847,0.7735832516203333,0.22641674837966666,0.5904480088507158,0.4095519911492842,0.4095519911492842,0.6486734383430133,3,0.04968119857286649,0.03149897305823464,0.3780530180910496,0.22843375777209485,0.9124164977032504,0.26621894525634976
2020-01-13,690.5790405273438,697.289325272827,688.2080768341074,691.182979891191,18282382,,,683.4598075548369,680.0608783398421,,3.3989292149947232,1.83401743027136,1.5649117847233631,,,,,-966442.0,,,-0.0025521455345343,-0.002555407809665,,-0.0073525467042269,0.3916368012281761,0.6083631987718239,0.8531876042681716,-0.1468123957318283,0.1468123957318283,0.9373223865883176,3,0.023006956932373323,0.03590117650675915,-0.18271357223858745,0.24080803638571593,0.7615970191876404,0.10283271604145543
2020-01-14,684.1818237304688,693.3972733335526,680.8043146862556,688.9237506296278,15816535,,,683.5708869664725,680.3661335539626,,3.204753412509831,2.1081646267190544,1.0965887857907766,,,,,-16782977.0,,,-0.009263554816245,-0.0093067283740909,,0.0029422902708251,0.6120206874046709,0.3879793125953292,0.8480619784195708,0.1519380215804292,0.1519380215804292,0.9316913110439298,3,0.13822587233262837,0.02904100920830857,0.12289701237212064,0.24980294734870237,0.9428090415820634,0.09721998594513953
2020-01-15,681.6990356445312,688.8790573291237,679.1938699492092,687.0672990416617,15817859,,,683.28290984002,680.464867042153,,2.818042797867065,2.2501402609486565,0.5679025369184085,,,,,-32600836.0,,,-0.003628842509145,-0.0036354427304034,,0.0062342437167588,0.5091299337687694,0.49087006623123064,0.9878254017585865,0.012174598241413509,0.012174598241413509,1.0852371254304958,3,0.005766741363338139,0.01967576936920306,-0.007501171127789551,0.2445285237032023,0.9124164977032505,0.007913790612160645
2020-01-16,687.9842529296875,690.4223472080394,683.5554644082378,684.0028644434916,12847975,,,684.0061933922766,681.0218585893778,,2.984334802898843,2.3969791693386937,0.5873556335601493,,,,,-19752861.0,,,0.0092199298466275,0.0091776857532963,,-0.007185013680882,0.8038727560437318,0.19612724395626824,0.5297742198068691,0.4702257801931309,0.4702257801931309,0.5820164680993868,3,0.21144613333832454,0.09093851428596354,0.3792872659071673,0.2610950950417312,0.4072311365973862,0.3850598940786112
2020-01-17,707.2652587890625,709.0322829800654,694.8288390890643,694.9630411899628,29463471,,,687.5845111456283,682.9658141597248,,4.618696985903512,2.8413227326516575,1.7773742532518542,,,,,9710610.0,,,0.0280253592684271,0.0276398352777634,,-0.0376027133284788,0.6430677828294408,0.3569322171705593,0.8037652535567239,0.19623474644327604,0.19623474644327604,0.883026384761856,3,0.2262117082926068,0.12851343103648136,0.06772131540679469,0.22962026805561903,0.816496580927726,0.13384897676037458
2020-01-20,685.5015258789062,719.7911481994419,682.839761284159,719.7911481994419,32545850,,,687.2640518738249,683.153644657442,,4.110407216382896,3.0951396293979054,1.0152675869849903,,,,14.142732070608824,-22835240.0,30.945876514673735,,-0.0307716696666521,-0.0312550598300066,,-0.0168368509419738,0.7735843697301188,0.2264156302698813,0.5904458809647785,0.40955411903522154,0.40955411903522154,0.6486711006213736,3,0.35867154855720945,0.21469526584441817,0.19485885319080337,0.1890801369847345,0.9124164977032505,0.26622032843495
2020-01-21,686.1948852539062,691.5407512237331,680.8713564368783,683.8239219068291,18922720,,,687.0995647015297,683.3789217386616,54.60056268461089,3.720642962868169,3.2202402960919585,0.5004026667762105,,,,14.214632447221463,-3912520.0,32.342197636323654,,0.0010114629199562,0.0010109517360037,,-0.0405176125807719,0.8406258323039245,0.15937416769607557,0.44570268023629467,0.5542973197637053,0.5542973197637053,0.4896544415999064,3,0.38669539508073436,0.23537316993219262,0.31892414983151274,0.22090510047102194,0.07783449028099279,0.5149332424297935
2020-01-22,685.9489135742188,691.9434536836012,684.9423678831845,690.71323780845,10322817,,,686.9225414511742,683.5692915042584,49.59197423066919,3.353249946915753,3.246842226256718,0.1064077206590354,,,,13.71295051344022,-14235337.0,31.846847801794674,31.71164065093069,-0.0003584574659085,-0.000358521727143,,-0.0348910410178788,0.918766161163888,0.08123383883611206,0.1914334180126771,0.8085665819873229,0.8085665819873229,0.21031110549046614,3,0.5908060069287498,0.3718558810349285,0.4367107009523944,0.22290954380466296,0.4714045207910317,0.6447777066478343
